AlertID,Vin,Vehicle Number,Alert Subject,FMI,SPN,Alert Date,Estimated Cost of Repair
6838a30bed0da60901de7fb0,3BPDXK0X8LF106398,1327,Vehicle Alert - DPF Filter Plugging,15,3251,5/29/2025 18:10,15000
6838a30dca33cff86dfef32e,5VCACDLE0FH218902,2246,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:10,6500
6838a396ed0da60901de7fb8,3BPDLH0X9RF117823,3009,Vehicle Alert - Engine Cylinder Miss Fire,11,1326,5/29/2025 18:12,2500
6838a39eca33cff86dfef330,5VCACLSFXGH221960,1025,Vehicle Alert - Engine Cylinder Miss Fire,31,1322,5/29/2025 18:12,5000
6838a3f9b6090ca426df1942,5VCACDVF4GH222166,2420,Vehicle Alert - Coolant Issues,0,110,5/29/2025 18:14,15000
6838a3f9b6090ca426df1943,5VCACDVF4GH222166,2420,Vehicle Alert - High Coolant Temperature,0,110,5/29/2025 18:14,15000
6838a412ca33cff86dfef336,5VCACSVF9GH221521,2218,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 18:14,2000
6838a416e775a2f3b3d2501d,1M2AV17C7EM010550,1236,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:14,15000
6838a51aed0da60901de7fbe,1M2AX18C1DM019025,3011,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/29/2025 18:19,15000
6838a520b6090ca426df1948,5VGACLLESGHZ29357,1256,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:19,1200
6838a521b6090ca426df194a,5VCACLLE4AH211275,2066,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:19,10000
6838a522102902b4f4e7b7cb,3BPDX20X4KF162076,1269,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:19,15000
6838a560e775a2f3b3d2501f,5VCACD8F6BH212954,2422,Vehicle Alert - Water in Fuel System Fault,3,97,5/29/2025 18:20,5000
6838a568e775a2f3b3d25021,5VCACDKFOAH211094,2407,Vehicle Alert - Fan Control Circuit Concern,3,647,5/29/2025 18:20,2200
6838a576ca33cff86dfef33e,5VCACLVF7GH220051,1303,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 18:20,2000
6838a57aed0da60901de7fc0,5VCACLLE1EH217363,3241,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:20,15000
6838a57be775a2f3b3d25027,3BPDL20X9MF110716,3329,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:20,15000
6838a5ebca33cff86dfef344,1NPCXHEX6GD361113,3502,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:22,15000
6838a60eca33cff86dfef346,3BPDLK0X8PF114583,2464,Vehicle Alert - Engine Temperature,16,175,5/29/2025 18:23,2500
6838a611102902b4f4e7b7cf,3BPDL70X7JF160832,1253,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 18:23,15000
6838a667ed0da60901de7fc4,3BPDX20XXRF116987,1382,Vehicle Alert - Engine Cylinder Miss Fire,11,1326,5/29/2025 18:24,2500
6838a6f1ed0da60901de7fc6,1M2LR2GC8RM008993,2406,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/29/2025 18:26,12000
6838a787e775a2f3b3d2502b,1M2AU02C2DM007896,2255,Vehicle Alert - High Coolant Temperature,0,110,5/29/2025 18:29,15000
6838a7d6b6090ca426df195a,5VCACDVF5GH221687,2461,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 18:30,2000
6838a7d6b6090ca426df195c,5VCACL8F9BH212733,2026,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 18:30,15000
6838a7e8e775a2f3b3d25033,3BPDX20XXJF162064,1265,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:31,15000
6838a7ebb6090ca426df195e,5VCACDJF59H209368,2418,Vehicle Alert - High Coolant Temperature,15,110,5/29/2025 18:31,7500
6838a7eeb6090ca426df1960,5VCACLLE7BH212132,1246,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:31,15000
6838a838ca33cff86dfef34a,5VCACDKFOAH211094,2407,Vehicle Alert - High Coolant Temperature,15,110,5/29/2025 18:32,12000
6838a84cb6090ca426df1962,5VCACLLE3DH215841,3228,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:32,15000
6838a85bca33cff86dfef34e,5VCACS8F2BH212616,2355,Vehicle Alert - Low Coolant Level,17,111,5/29/2025 18:32,4500
6838a85bed0da60901de7fcc,3BPDX20X2MF109640,2286,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:32,15000
6838a867ed0da60901de7fce,5VCACSVF9GH221521,2218,Vehicle Alert - Water in Fuel System Fault,3,97,5/29/2025 18:33,5600
6838a8e3ed0da60901de7fd4,3BPDXK0XXKF105476,1211,Vehicle Alert - DPF Filter Plugging,15,3251,5/29/2025 18:35,15000
6838a92a102902b4f4e7b7d9,3BPDXK0X4KF102931,2500,Vehicle Alert - DPF Filter Plugging,15,3251,5/29/2025 18:36,15000
6838a92b102902b4f4e7b7db,3BPDX20XXRF116987,1382,Vehicle Alert - Engine Cylinder Miss Fire,11,1322,5/29/2025 18:36,1200
6838a934ca33cff86dfef350,1M2TE1GC2MM005781,2763,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/29/2025 18:36,1500
6838a93ced0da60901de7fd6,1M2TE1GC4KM003124,1212,Vehicle Alert - DPF Filter Plugging,0,3936,5/29/2025 18:36,15000
6838a95cb6090ca426df1966,1NPSXPEX4ED245475,3586,Vehicle Alert - Low Coolant Level,18,111,5/29/2025 18:37,12000
6838a9a1e775a2f3b3d2503b,1M2LR02C6JM003470,2421,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/29/2025 18:38,4500
6838a9ab102902b4f4e7b7e5,3BPDLK0X7LF106923,2210,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,11,3226,5/29/2025 18:38,15000
6838aa3ae775a2f3b3d25041,1M2AU02C2DM007896,2255,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:40,4500
6838aa3bca33cff86dfef356,1M2AU02C8GM009723,2310,Vehicle Alert - Accelerator Pedal Concern,6,91,5/29/2025 18:40,4500
6838aa97ca33cff86dfef358,5VCACDLEXCH214562,2543,Vehicle Alert - Fan Control Circuit Concern,3,647,5/29/2025 18:42,4500
6838aaa0102902b4f4e7b7e9,5VCACDVF0HH223199,2463,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 18:42,18200
6838aaabca33cff86dfef35a,1M2TE1GCXMM005947,2429,Vehicle Alert - Fan Control Circuit Concern,5,647,5/29/2025 18:42,4500
6838aabdca33cff86dfef35c,5VCACLUF9KC227333,1203,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 18:43,20000
6838aac1ed0da60901de7fe6,3BPDXK0X2PF113384,2406,Vehicle Alert - Engine Temperature,16,175,5/29/2025 18:43,2500
6838ab1c102902b4f4e7b7ef,5VCACDLE0GH221655,1594,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:44,3200
6838ab1e102902b4f4e7b7f1,3BPDL20X7LF108767,3317,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:44,4500
6838ab45e775a2f3b3d2504d,3BPDXK0X4LF106009,1299,Vehicle Alert - DPF Filter Plugging,15,3251,5/29/2025 18:45,15000
6838ab9e102902b4f4e7b7f5,1M2TE1GC2KM001145,1280,Vehicle Alert - Engine Temperature,16,175,5/29/2025 18:46,4800
6838abffb6090ca426df1972,3BPDX20X7RF116946,2435,Vehicle Alert - Fan Control Circuit Concern,4,647,5/29/2025 18:48,4800
6838ac26ca33cff86dfef360,3BPZL70X4HF174185,1302,Vehicle Alert - Water in Fuel System Fault,15,97,5/29/2025 18:49,12000
6838ad0ae775a2f3b3d2505d,1M2TE7GC9NM001411,1240,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:52,25000
6838ad62ca33cff86dfef368,3BPZLJ0X2EF233436,1205,Vehicle Alert - DPF Regeneration Inhibited,31,3703,5/29/2025 18:54,15000
6838ad62b6090ca426df197c,3BPZL70X3HF173738,1205,Vehicle Alert - Crankcase Pressure Severe Level,16,101,5/29/2025 18:54,15000
6838ad63102902b4f4e7b7fb,3BPDXK0X1LF105996,1202,Vehicle Alert - Engine Temperature,16,175,5/29/2025 18:54,12000
6838ad64102902b4f4e7b7fd,5VCACDLE09H209296,2431,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:54,12000
6838ad69ed0da60901de7fee,3BPDLA0X0JE1771U8,2494,Vehicle Alert - High Coolant Temperature,0,110,5/29/2025 18:54,12000
6838ad6bb6090ca426df197e,5VCACLLE4AH210546,1242,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:54,10000
6838ad72e775a2f3b3d2505f,1NPCXKEXXKD624774,3119,Vehicle Alert - Engine Temperature,16,175,5/29/2025 18:54,15000
6838ad8d102902b4f4e7b7ff,3BPDL20XXKF106235,3305,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:55,15000
6838ad99b6090ca426df1980,3BPDLK0XXKF106218,3282,Vehicle Alert - DPF Filter Plugging,15,3251,5/29/2025 18:55,15000
6838adefca33cff86dfef36c,2NKHHM7X1CM331441,1119,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 18:56,15000
6838adf4b6090ca426df1982,3BPDLK0X5JF161710,2346,Vehicle Alert - DPF Filter Plugging,15,3251,5/29/2025 18:56,2200
6838ae0bca33cff86dfef36e,1M2GR2GC1MM021000,3062,Vehicle Alert - DEF Tank Level,17,1761,5/29/2025 18:57,12000
6838ae5ce775a2f3b3d25065,1NKDLP0XXCJ309664,3008,Vehicle Alert - Engine Cylinder Miss Fire,11,1325,5/29/2025 18:58,12000
6838ae5ee775a2f3b3d25067,5VCACDLE9GH221752,2848,Vehicle Alert - Low Coolant Level,1,111,5/29/2025 18:58,10000
6838ae6ab6090ca426df1984,3BPDXK0X7LF106862,2413,Vehicle Alert - Engine Temperature,16,175,5/29/2025 18:58,12000
6838ae75ed0da60901de7ff8,3BPDX20X0PF114310,1375,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 18:59,25000
6838ae83ca33cff86dfef370,5VCACSVF9FH219430,2220,Vehicle Alert - Low Coolant Level,17,111,5/29/2025 18:59,12000
6838ae85b6090ca426df1986,1NKDXPTX7HJ134779,3059,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,4,3226,5/29/2025 18:59,3800
6838aed2e775a2f3b3d2506d,3BPZL00X0BF115407,2751,Vehicle Alert - DPF Filter Plugging,15,3251,5/29/2025 19:00,15000
6838aed3ed0da60901de7ffc,1M2LR02C1JM002999,2518,Vehicle Alert - Low Coolant Level,1,111,5/29/2025 19:00,15000
6838aee2ed0da60901de7ffe,5VCACSVFXEH217474,2217,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 19:00,15000
6838afcfca33cff86dfef376,1M2LR7GC2PM001970,2321,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:04,12000
6838afd5ed0da60901de8002,1NPSLP0X5CD160726,3022,Vehicle Alert - Transmission Oil Temperature,15,177,5/29/2025 19:04,4500
6838afdd102902b4f4e7b80d,1M2TE1GC8LM003371,3207,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/29/2025 19:05,4500
6838b03fe775a2f3b3d25073,5VCACL8F0BH212734,2027,Vehicle Alert - Crankcase Pressure Severe Level,0,101,5/29/2025 19:06,15000
6838b044ca33cff86dfef37c,5VCACDJF59H209368,2418,Vehicle Alert - Coolant Issues,0,110,5/29/2025 19:06,4500
6838b044ca33cff86dfef37d,5VCACDJF59H209368,2418,Vehicle Alert - High Coolant Temperature,0,110,5/29/2025 19:06,4500
6838b045b6090ca426df1990,00000000000000787,1289,Vehicle Alert - Low Coolant Level,18,111,5/29/2025 19:06,5000
6838b057e775a2f3b3d25079,3BPDX20X0PF114906,1274,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:07,25000
6838b0c3e775a2f3b3d25081,5VCACS8F0BH211951,2212,Vehicle Alert - Water in Fuel System Fault,3,97,5/29/2025 19:08,5000
6838b0deed0da60901de8006,1NPSXHEX8ED244531,1065,Vehicle Alert - Fan Control Circuit Concern,3,647,5/29/2025 19:09,4500
6838b12cb6090ca426df1994,3BPDXK0X3LF108950,1284,Vehicle Alert - Low Coolant Level,1,111,5/29/2025 19:10,7500
6838b139e775a2f3b3d25087,5VCACDLE4CH213374,2814,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:10,15000
6838b144e775a2f3b3d2508b,5VCACLLE5EH216989,8676,Vehicle Alert - Fan Control Circuit Concern,3,647,5/29/2025 19:11,2500
6838b146ed0da60901de800c,3BPDXK0X7JF161616,1255,Vehicle Alert - Engine Temperature,16,175,5/29/2025 19:11,4500
6838b14ced0da60901de800e,3BPDX20X6JF161512,2411,Vehicle Alert - Fan Control Circuit Concern,3,647,5/29/2025 19:11,2400
6838b14cb6090ca426df1996,3BPDX20X7KF106133,7451,Vehicle Alert - Accelerator Pedal Concern,2,91,5/29/2025 19:11,4500
6838b15fe775a2f3b3d2508d,5VCACSVF9FH219430,2220,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 19:11,15000
6838b1c2102902b4f4e7b813,3BPZL70X0HF173244,6050,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 19:13,20000
6838b30fca33cff86dfef384,1M2AV17C9GM011556,2480,Vehicle Alert - Low Coolant Level,18,111,5/29/2025 19:18,4800
6838b30fed0da60901de8012,1M2TE1GC8MM005431,2404,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/29/2025 19:18,1500
6838b312b6090ca426df1998,3BPDLA0X0JE1771U8,2494,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:18,15000
6838b32ee775a2f3b3d25093,5VCACLVF2GH220040,1247,Vehicle Alert - Low Coolant Level,18,111,5/29/2025 19:19,2500
6838b32ee775a2f3b3d25095,3BPDXK0X6LF109624,1202,Vehicle Alert - Engine Temperature,16,175,5/29/2025 19:19,12000
6838b32fe775a2f3b3d25096,3BPDXK0X6LF109624,1202,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:19,4500
6838b389ed0da60901de8016,3BPDX20X7NF110896,2293,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:20,15000
6838b38eb6090ca426df199a,3BPDX20X0LF108839,2285,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:20,4500
6838b390102902b4f4e7b819,3BPDLK0X5KF161708,2343,Vehicle Alert - DEF Tank Level,17,1761,5/29/2025 19:20,4800
6838b39fed0da60901de8018,1NPCLH0X7FD300774,3121,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:21,15000
6838b409b6090ca426df19a0,5VCACLLE1DH215935,2038,Vehicle Alert - Fan Control Circuit Concern,3,647,5/29/2025 19:22,2500
6838b40dca33cff86dfef38e,5VCACLLE5EH216989,8676,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:22,15000
6838b40e102902b4f4e7b81b,1NP9L20X6FD299673,2413,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:22,15000
6838b40f102902b4f4e7b81d,3BPDXK0XXPF113410,1215,Vehicle Alert - Engine Temperature,16,175,5/29/2025 19:22,2500
6838b42ced0da60901de801a,1FVHCYBS1CHBJ2505,2105,Vehicle Alert - Crankcase Pressure Severe Level,16,101,5/29/2025 19:23,4500
6838b42e102902b4f4e7b81f,5VCACLLE1EH317394,2049,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:23,15000
6838b4b0b6090ca426df19a4,1NP9L20X2FD253564,3206,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:25,15000
6838b526ca33cff86dfef392,3BPDHK8X9JF184221,2456,Vehicle Alert - DPF Filter Plugging,15,3251,5/29/2025 19:27,2200
6838b526102902b4f4e7b827,5VCACDLE4EH217136,2529,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:27,15000
6838b526102902b4f4e7b829, 5VCACDLE1GH22006,2535,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:27,12000
6838b592e775a2f3b3d250a9,1M2AV17C9GM011556,2480,Vehicle Alert - Low Coolant Level,1,111,5/29/2025 19:29,4500
6838b5a1ca33cff86dfef396,3BPDKK9X9MF111273,2405,Vehicle Alert - DPF Filter Plugging,15,3251,5/29/2025 19:29,10000
6838b5a5ed0da60901de8020,1M2AX18C5JM040407,3443,Vehicle Alert - Fan Control Circuit Concern,5,647,5/29/2025 19:29,4500
6838b5eb102902b4f4e7b82d,1NPCXKEX3KD624728,3434,Vehicle Alert - Engine Temperature,16,175,5/29/2025 19:30,15000
6838b5f6b6090ca426df19aa,1M2LR1GC9NM005444,2433,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/29/2025 19:31,15000
6838b600e775a2f3b3d250ad,5VCACLVF7GH221622,1361,Vehicle Alert - Crankcase Pressure Severe Level,16,101,5/29/2025 19:31,15000
6838b61bb6090ca426df19ae,3BPDX20X7KF105905,2278,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:31,15000
6838b670102902b4f4e7b82f,1NPCLH0X7FD300774,3121,Vehicle Alert - Coolant Issues,0,110,5/29/2025 19:33,15000
6838b670102902b4f4e7b830,1NPCLH0X7FD300774,3121,Vehicle Alert - High Coolant Temperature,0,110,5/29/2025 19:33,15000
6838b672e775a2f3b3d250b3,1M2AV17C4HM011921,1323,Vehicle Alert - Coolant Issues,0,110,5/29/2025 19:33,15000
6838b672e775a2f3b3d250b4,1M2AV17C4HM011921,1323,Vehicle Alert - High Coolant Temperature,0,110,5/29/2025 19:33,15000
6838b679ed0da60901de8022,3BPZX20X7HF174432,1255,Vehicle Alert - Fan Control Circuit Concern,3,647,5/29/2025 19:33,2500
6838b6dae775a2f3b3d250b9,1CYCHZ486CT050266,1233,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:34,4500
6838b6db102902b4f4e7b833,2FWJAWDX39AAA7827,1232,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:34,4800
6838b6e3ed0da60901de8026,5VCACDLE5GH221750,2846,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:34,3200
6838b6f4102902b4f4e7b835,1NPCLP0X6JD468327,3038,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:35,15000
6838b6f4e775a2f3b3d250bb,1NP9X20X2FD253553,2406,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:35,15000
6838b76bed0da60901de802a,1M2TE1GCXPM009243,2491,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/29/2025 19:37,4500
6838b776102902b4f4e7b839,3BPZL70XXFF296644,1203,Vehicle Alert - Low Oil Pressure,18,100,5/29/2025 19:37,15000
6838b779e775a2f3b3d250c1,2NP3LJ0XXGM364701,2316,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 19:37,20000
6838b7d4ed0da60901de802c,1M2LR7GC6MM001739,2318,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:39,4500
6838b7d4e775a2f3b3d250c3,1M2LR7GC9PM002176,2324,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:39,12000
6838b7e2e775a2f3b3d250c5,5VCACSUF0GH222218,2220,Vehicle Alert - Turbo VGT Actuator Concern,9,641,5/29/2025 19:39,4500
6838b7e3e775a2f3b3d250c7,1M2AU14C8GM003097,2288,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:39,4500
6838b7eaca33cff86dfef3a0,5VCACDVF3EH217456,2468,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 19:39,15000
6838b7f7b6090ca426df19ba,1NPSL00X38D750423,3029,Vehicle Alert - Low Coolant Level,18,111,5/29/2025 19:39,15000
6838b7f7b6090ca426df19bb,1NPSL00X38D750423,3029,Vehicle Alert - Crankcase Pressure Severe Level,0,101,5/29/2025 19:39,15000
6838b800ed0da60901de8030,1M2AX13C4FM030241,3440,Vehicle Alert - Coolant Issues,0,110,5/29/2025 19:39,15000
6838b800ed0da60901de8031,1M2AX13C4FM030241,3440,Vehicle Alert - High Coolant Temperature,0,110,5/29/2025 19:39,15000
6838b848ca33cff86dfef3a2,1M2AX13C8GM035105,3061,Vehicle Alert - DEF Tank Level,17,1761,5/29/2025 19:40,1200
6838b84ee775a2f3b3d250c9,3BPDXK0X3LF106938,2615,Vehicle Alert - DPF Filter Plugging,15,3251,5/29/2025 19:41,15000
6838b8c6ed0da60901de8034,3BPDXK0X9RF118262,2405,Vehicle Alert - Engine Cylinder Miss Fire,31,1322,5/29/2025 19:43,20000
6838b8d1b6090ca426df19c4,5VCACS8F2BH212616,2355,Vehicle Alert - Low Coolant Level,18,111,5/29/2025 19:43,4500
6838b95cb6090ca426df19c6,5VCACDLE5AH210514,2956,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:45,10000
6838b95de775a2f3b3d250cb,3BPDX20X2PF114311,1376,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:45,25000
6838b9c7ca33cff86dfef3a8,5VCACSVF7GH221968,2195,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 19:47,2000
6838b9d7ca33cff86dfef3aa,3BPDLK0X3RF117801,2462,Vehicle Alert - Engine Temperature,16,175,5/29/2025 19:47,12000
6838ba30102902b4f4e7b83d,3BPDL70XXLF104919,1427,Vehicle Alert - Water in Fuel System Fault,3,97,5/29/2025 19:49,4500
6838ba4aca33cff86dfef3ac,1M2GR2GCXKM001843,3495,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/29/2025 19:49,12000
6838ba9aed0da60901de803a,5VCACDLE6EH217140,2429,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:50,15000
6838ba9ded0da60901de803c,1M2AU14C1GM003104,2073,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:50,4500
6838baa6102902b4f4e7b841,5VCACDLE2GH220068,2541,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:51,3200
6838bb9aca33cff86dfef3b0,1M2AV02C4GM014432,1237,Vehicle Alert - DPF Filter Plugging,0,3936,5/29/2025 19:55,15000
6838bba9ed0da60901de8046,3BPZX20X9HF174433,1256,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:55,15000
6838bbb6e775a2f3b3d250d1,1M2AX13C1GM031025,3086,Vehicle Alert - DPF Filter Plugging,0,3936,5/29/2025 19:55,15000
6838bc07b6090ca426df19d2,3BPZLJ0X8FF280262,1282,Vehicle Alert - Accelerator Pedal Concern,2,91,5/29/2025 19:56,4500
6838bc0eb6090ca426df19d4,3BPZX20X4JF174295,1372,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 19:57,4500
6838bc17b6090ca426df19d6,3BPZL20X0DF209575,117,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 19:57,15000
6838bc31b6090ca426df19d8,1FVACXCY1EHFX7643,2199,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/29/2025 19:57,20000
6838bc37b6090ca426df19da,1M2AX13C8HM039401,3459,Vehicle Alert - Fan Control Circuit Concern,5,647,5/29/2025 19:57,2200
6838bcacca33cff86dfef3b6,1M2AX13C6FM030247,3402,Vehicle Alert - DEF Tank Level,17,1761,5/29/2025 19:59,12000
6838bd1eb6090ca426df19de,5VCACDLE9GH221783,2992,Vehicle Alert - Engine Cylinder Miss Fire,31,1322,5/29/2025 20:01,5000
6838bd37ca33cff86dfef3ba,1M2LR1GCXLM002629,2207,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 20:01,4800
6838bd76102902b4f4e7b84d,3BPDXK0X5KF105658,2457,Vehicle Alert - Engine Temperature,16,175,5/29/2025 20:03,2500
6838bd7b102902b4f4e7b84f,3BPDLA0X0JE1771U8,2494,Vehicle Alert - Coolant Issues,0,110,5/29/2025 20:03,12000
6838bd83102902b4f4e7b853,3HTGSSNT5JN490731,3097,Vehicle Alert - Fan Control Circuit Concern,5,647,5/29/2025 20:03,3200
6838bd86b6090ca426df19e0,1NPCLK0X8LD721721,2098,Vehicle Alert - Engine Temperature,16,175,5/29/2025 20:03,4500
6838bd8fed0da60901de8050,1M2AU02CXGM009738,2220,Vehicle Alert - Low Coolant Level,1,111,5/29/2025 20:03,15000
6838bd99ed0da60901de8052,5VCACLLE7EH217366,3244,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 20:03,15000
6838bda3ca33cff86dfef3bc,3BPDLK0X5LF108900,1697,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 20:03,4500
6838bda3e775a2f3b3d250db,3BPDLK0X0LF106228,3275,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 20:03,4500
6838bda3e775a2f3b3d250dd,3BPDLK0X5MF110907,1716,Vehicle Alert - Engine Temperature,16,175,5/29/2025 20:03,4500
6838bdebed0da60901de8056,3BPDXK0X8LF106126,2434,Vehicle Alert - DPF Filter Plugging,15,3251,5/29/2025 20:04,15000
6838be69ca33cff86dfef3c4,5VCACDLE2GH221754,2850,Vehicle Alert - Low Coolant Level,1,111,5/29/2025 20:07,10000
6838beeb102902b4f4e7b859,1M2AV02C6KM019981,1288,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/29/2025 20:09,4500
6838beee102902b4f4e7b85b,3BPZL70X6GF100037,1451,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,4,3226,5/29/2025 20:09,4500
6838bf76e775a2f3b3d250e5,1M2LR7GC5LM001357,2297,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 20:11,4800
6838bf8aed0da60901de8066,3BPDXK0X2MF110724,2488,Vehicle Alert - Engine Temperature,16,175,5/29/2025 20:11,4500
6838bf8ced0da60901de8068,5VCACL8F9BH212733,2026,Vehicle Alert - Low Coolant Level,17,111,5/29/2025 20:11,4500
6838bf96b6090ca426df19ec,3BPDXK0X4MF110837,1346,Vehicle Alert - Engine Temperature,16,175,5/29/2025 20:12,4500
6838bfb2ca33cff86dfef3c8,1M2LR7GC0PM002177,2325,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 20:12,12000
6838bfde102902b4f4e7b85f,3BPZXK0X1JF174514,1238,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 20:13,4500
6838bffd102902b4f4e7b861,5V4A4DVF8EH217638,2457,Vehicle Alert - Low Coolant Level,17,111,5/29/2025 20:13,4500
6838c003e775a2f3b3d250e7,3BPDL20X0KF106244,3290,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 20:13,15000
6838c003b6090ca426df19ee,3BPDX20X8MF110887,3523,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 20:13,15000
6838c003e775a2f3b3d250e9,5VCACLLEXEH217362,3240,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 20:13,15000
6838c046b6090ca426df19f0,3BPDLK0X2LF108904,1701,Vehicle Alert - Engine Temperature,16,175,5/29/2025 20:15,12000
6838c076ed0da60901de806a,1NPCLH0X5FD300773,3054,Vehicle Alert - Fan Control Circuit Concern,3,647,5/29/2025 20:15,12000
6838c0d0ca33cff86dfef3cc,3BPDX20X2LF108714,1327,Vehicle Alert - High Coolant Temperature,16,110,5/29/2025 20:17,4500
